,reply_comment_date,reply_comment_time,reply_comment_text,reply_comment_id,reply_username,reply_user_id,brand,post_date,post_time,post_text,post_id,reply_sentiment,reply_magnitude,reply_entities,reply_entity_salience,post_sentiment,post_magnitude,post_entities_name,post_entity_salience
10,2017-03-06,2017-03-07 20:46:06,It won't be docking at C-16 like it used to. I remember working for American Eagle and watching it come in.,1581432665220060_1582518071778186,Kevin Dunham,10154324770736570,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.1,0.5,"[C-16, American Eagle]","[0.88822454, 0.111775465]",0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
11,2017-03-05,2017-03-07 23:52:17,Great news travel on this at least twice a year,1581432665220060_1581493868547273,Maxine Gardner,10211245997239937,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.6,0.6,[news travel],[1],0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
12,2017-03-06,2017-03-07 02:05:25,There's my bird! :D,1581432665220060_1581578165205510,Savannah Ford,10208798428741434,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.6,0.6,"[bird, :D]","[0.7435837, 0.25641635]",0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
13,2017-03-06,2017-03-07 15:11:22,Love this ✈️,1581432665220060_1582146615148665,Barbie Matukaitis Cromer,10212512127146367,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.9,0.9,"[bird, :D]","[0.7435837, 0.25641635]",0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
14,2017-03-06,2017-03-07 19:05:40,Leslie Felton Allman and Stacey Tracy... the Queen wanted to make sure y'all arrive comfortably!,1581432665220060_1582419591788034,Josh Allman,10212888224949229,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.4,0.4,"[Leslie Felton Allman, Queen, Stacey Tracy]","[0.5413212, 0.28341368, 0.17526513]",0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
15,2017-03-06,2017-03-07 12:47:52,"Fantastic news, I have a trip coming up soon 😃",1581432665220060_1582010378495622,Angie Crosby,10154427412023634,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.8,0.8,"[news, trip]","[0.7440561, 0.25594392]",0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
16,2017-03-05,2017-03-07 23:26:18,Will be on this plane in July. Thanks,1581432665220060_1581474705215856,Linda Kirchner Griffin,10211156576982426,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.3,0.7,"[plane, Thanks]","[0.79303634, 0.20696366]",0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
17,2017-03-06,2017-03-07 12:04:58,May we will be on this one in april,1581432665220060_1581958498500810,Carolyn Traylor Styron,850189618457249,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.0,0.0,[],[],0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
18,2017-03-05,2017-03-07 23:52:53,Exciting. I have an upcoming trip,1581432665220060_1581494178547242,Sam Griggs,1686199041395696,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.5,1.0,[trip],[1],0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
19,2017-03-06,2017-03-07 01:17:40,Great news RDU 🎉🎉🎉,1581432665220060_1581548648541795,Naomi Osborne,10208919750567373,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.9,0.9,[trip],[1],0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
20,2017-03-07,2017-03-07 02:20:07,Thank goodness! I'm so ready.,1581432665220060_1582817835081543,Danette Tew,184671345358975,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.3,0.7,[goodness],[1],0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
21,2017-03-07,2017-03-07 00:50:56,Yay✈️✈️✈️✈️,1581432665220060_1582720971757896,Lisa Brannon,502140716840083,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.8,0.8,[],[],0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
22,2017-03-06,2017-03-07 16:28:20,Marissa Williams 🙌🏼 FINALLY seat back entertainment!,1581432665220060_1582262418470418,Rebecca O'Neill,10104117285209349,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.9,0.9,"[Marissa Williams, entertainment]","[0.73254174, 0.2674583]",0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
23,2017-03-06,2017-03-07 17:28:37,😊,1581432665220060_1582336628462997,Ellen Armstrong,10208085918857942,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.4,0.4,[],[],0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
24,2017-03-06,2017-03-07 00:25:12,😊,1581432665220060_1581517355211591,Gavin Reid,10154470882912684,RDU,2017-03-05,22:33:42,The @americanair B-777 is now year round to #London @heathrow_airport starting today! The plane has seat-back entertainment and #wifi. Help us say thank you #American! #avgeek #rdu #boeing777 #uk #usa,145265145503493_1581432665220060,0.4,0.4,[],[],0.0,0.5,"[@americanair B-777, plane, London]","[0.4260299, 0.11787237, 0.09875901]"
25,2017-03-03,2017-03-07 18:53:36,How does one get such a awesome Gig!,1578001845563142_1578783778818282,Thomas Biggs,1441123949251890,RDU,2017-03-03,02:50:42,Livin' on the edge... of the runway that is. Thanks @ipick4leafclovers_! #avgeek #avnerd #rdu #airport #grass,145265145503493_1578001845563142,0.4,0.4,[Gig],[1],0.4,0.8,"[runway, edge, Thanks @ipick4leafclovers_]","[0.5191512, 0.2959672, 0.056836333]"
